ID,GPU,Index_cellphones,Index_fpt,Index_tgdd,Comment_count,Price,Rating,Rating_count,Series,Brand,cpu_brand,cpu_code,ram_size,storage_size,displ_size,displ_rate,Battery,OS,P/N,displ_resolution,hdmi,Release_year,Surface,Weight,backlit_keyboard,lan,length,ram_upgradable,screen_technology,sd_card,storage_extra_slot,storage_type,headphone_jack,thickness,type_c,usb_a,width,Availabe_in,GPU_brand
0,nvidia geforce rtx 3050 ti,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-57-74nu.html,0,https://www.thegioididong.com/laptop/acer-nitro-5-gaming-an515-57-74nu-i7-nhqd9sv001?src=osp#top-tskt,906,28626333.33,,0,nitro 5 gaming an515 57 74nu nh.qd9sv.001,acer,intel,11800h,8,512,15.6,144,57,windows 10,nh.qd9sv.001,1920 x 1080,yes,2021,plastic,2.2,yes,yes,363.4,yes,ips,no,yes,ssd,yes,23.9,yes,yes,255,3,nvidia
1,nvidia geforce mx450,https://cellphones.com.vn/laptop-msi-modern-14-14-b11sbu-668vn.html,1,https://www.thegioididong.com/laptop/msi-gaming-modern-14-b11sbu-i5-669vn?src=osp#top-tskt,400,21259666.67,,0,gaming modern 14 b11sbu 669vn,msi,intel,1155g7,8,512,14,60,39,windows 10,669vn,1920 x 1080,yes,2021,metal,1.3,yes,no,319,yes,ips,yes,no,ssd,yes,16.9,yes,yes,219,3,nvidia
2,intel uhd graphics,,2,https://www.thegioididong.com/laptop/dell-inspiron-15-3511-i3-p112f001abl?src=osp#top-tskt,322,15294500,3.7,18,inspiron 15 3511 p112f001abl,dell,intel,1115g4,4,256,15.6,60,41,windows 10,p112f001abl,1920 x 1080,yes,2021,plastic,1.7,no,no,358.5,yes,va,yes,yes,ssd,yes,18.9,no,yes,235.5,2,intel
3,intel uhd graphics,,4,,378,14999000,5,4,ideapad slim 3 15itl6 82h80040vn,lenovo,intel,1115g4,8,512,15.6,60,,windows 10,82h80040vn,1920 x 1080,yes,2021,plastic,1.65,yes,yes,359,yes,led,yes,yes,ssd,yes,19.9,yes,yes,237.7,1,intel
4,intel iris xe graphics,,6,,1244,18799000,5,5,ideapad slim 5 15itl05 82fg00r0vn,lenovo,intel,1135g7,16,512,15.6,60,45,windows 10,82fg00r0vn,1920 x 1080,yes,2021,"metal, plastic",1.66,yes,yes,356.67,yes,ips,yes,yes,ssd,yes,17.9,yes,yes,233.13,1,intel
5,amd radeon rx vega 7,,8,,558,18999000,,0,inspiron n5515 p106f003asl,dell,intel,5500u,8,256,15.6,60,65,windows 10,p106f003asl,1920 x 1080,yes,2021,aluminum,1.75,yes,yes,356,yes,va,yes,yes,ssd,yes,17.9,yes,yes,228,1,amd
6,amd radeon graphics,,9,,177,19999000,3,2,thinkbook 14 g3 acl 21a2004bvn,lenovo,amd,5700u,8,512,14,60,45,windows 10,21a2004bvn,1920 x 1080,yes,2021,aluminum,1.4,yes,yes,323,yes,ips,yes,yes,ssd,yes,17.9,yes,yes,217.5,1,amd
7,nvidia geforce rtx 3050,,13,,32,30069000,,0,gaming katana gf66 11ud 697vn,msi,intel,11800h,8,512,15.6,144,,windows 10,697vn,1920 x 1080,yes,2021,metal,2.1,yes,yes,359,yes,ips,no,yes,ssd,yes,24.9,yes,yes,,1,nvidia
8,intel uhd graphics 600,,14,,65,10999000,,0,inspiron n3502 nk,dell,intel,n4020,4,128,15.6,60,45,windows 10,nk,1366 x 768,yes,2020,plastic,1.83,yes,yes,363.96,yes,,yes,yes,ssd,yes,19.9,yes,yes,249,1,intel
9,intel uhd graphics 600,,16,,268,10999000,,0,inspiron n3510 2021,dell,intel,n4020,4,128,15.6,60,65,windows 10,2021,1366 x 768,yes,,plastic,1.65,yes,yes,358.5,yes,led,yes,yes,ssd,yes,0.41,yes,yes,235,1,intel
10,intel uhd graphics 605,,17,,165,11699000,,0,inspiron n3510 2021,dell,intel,n5030,4,128,15.6,60,65,windows 10,2021,1366 x 768,yes,,plastic,1.65,yes,yes,358.5,yes,va,yes,yes,ssd,yes,18.9,yes,yes,235,1,intel
11,intel iris xe graphics,,26,,421,23499000,2,3,yoga slim 7 14itl05 82a30071vn,lenovo,intel,1135g7,16,512,14,60,65,windows 10,82a30071vn,1920 x 1080,yes,2021,aluminum,1.36,yes,yes,320.5,yes,ips,no,yes,ssd,yes,14.9,yes,yes,208.5,1,intel
12,nvidia geforce rtx 3050,,39,,57,26999000,,0,gaming 3 15ihu6 82k100fbvn,lenovo,intel,1130g7,8,512,15.6,120,45,windows 10,82k100fbvn,1920 x 1080,yes,2021,plastic,2.25,yes,yes,359,yes,ips,no,yes,ssd,yes,24.4,yes,yes,252,1,nvidia
13,amd radeon rx 6600m,,42,,27,35899000,,0,gaming alpha 15 b5eek 036vn,msi,amd,5800h,16,512,15.6,144,180,windows 10,036vn,1920 x 1080,yes,2021,metal,2.35,yes,yes,359,yes,ips,no,yes,ssd,yes,23.9,yes,yes,259,1,amd
14,nvidia geforce rtx 3060 max-q,,45,,8,40699000,,0,gaming stealth 15m a11uek 232vn,msi,intel,11370h,16,512,15.6,144,150,windows 10,232vn,1920 x 1080,yes,2021,metal,1.7,yes,yes,358,yes,ips,yes,yes,ssd,yes,16.1,yes,yes,248,1,nvidia
15,nvidia geforce rtx 3050,,51,,54,37999000,,0,flow gaming gv301qc-k6052t,asus,amd,5900hx,16,512,13.4,120,,windows 10,gv301qc-k6052t,1920 x 1200,yes,2021,"aluminum, magnesium",1.3,yes,yes,290,yes,,no,yes,ssd,yes,15.9,yes,yes,228,1,nvidia
16,nvidia geforce gtx 1650,,52,,223,25999000,,0,gaming zephyrus ga401ihr-hz009t 90nr07h3-m00090,asus,amd,4800hs,8,512,14,144,150,windows 10,90nr07h3-m00090,1920 x 1080,yes,2021,metal,1.6,yes,yes,324,yes,led,no,yes,ssd,yes,17.9,yes,yes,222,1,nvidia
17,m1 max 32-core gpu,,62,,6,92990000,,0,macbook pro 2021 m1 max,apple,apple,m1 max,32,1024,16.2,60,,mac os,mk1a3sa/a,3456 x 2234,yes,2021,aluminum,2.129,yes,yes,,yes,,no,yes,ssd,yes,,yes,yes,,1,m1
18,m1 pro 16-core gpu,,63,,15,65990000,,0,macbook pro 2021 m1 pro,apple,apple,m1 pro,16,512,16.2,60,,mac os,mk183sa/a,3456 x 2234,yes,2021,aluminum,2.129,yes,yes,,yes,,no,yes,ssd,yes,,yes,yes,,1,m1
19,m1 pro 16-core gpu,,64,,38,52990000,,0,macbook pro 2021 m1 pro,apple,apple,m1 pro,16,512,14.2,60,,mac os,mkgp3sa/a,3024 x 1964,yes,2021,aluminum,1.604,yes,yes,,yes,,no,yes,ssd,yes,,yes,yes,,1,m1
20,intel iris xe graphics,,65,,0,48499000,,0,elitebook x360 1040 g8 3g1h5pa,hp,intel,1165g7,16,1024,14,60,65,windows 10,3g1h5pa,1920 x 1080,yes,2020,,1.39,yes,yes,320,yes,fhd,no,yes,ssd,yes,16.4,yes,yes,203.19,1,intel
21,intel iris xe graphics,,68,,4,46499000,,0,thinpad x1 nano 20un007hvn,lenovo,intel,1130g7,16,512,13,60,48,windows 10,20un007hvn,,yes,2021,,0.92,yes,yes,290,yes,led,no,yes,ssd,yes,25,yes,yes,167,1,intel
22,intel iris graphics,,70,,1,45499000,,0,thinkpad x1 carbon 9 20xw0077vn,lenovo,intel,1135g7,16,512,14,60,,windows 10,20xw0077vn,1920 x 1200,yes,2021,,1.13,yes,yes,319,yes,va,no,yes,ssd,yes,14.9,yes,yes,216,1,intel
23,,,71,,54,42799000,,0,thinkpad x1 carbon 8 20u9007yvn,lenovo,intel,10210u,16,512,14,60,,windows 10,20u9007yvn,2560 x 1440,yes,2020,,1.1,yes,yes,323,yes,va,no,yes,,yes,14.9,yes,yes,216,1,
24,nvidia geforce rtx 3060,,72,,6,42699000,,0,gaming omen 16 b0141tx 4y0z7pa,hp,intel,11400h,16,1024,16.1,144,200,windows 10,4y0z7pa,1920 x 1080,yes,2021,,2.3,yes,yes,369,yes,ips,yes,yes,ssd,yes,23.5,yes,yes,262,1,nvidia
25,nvidia geforce rtx 3050 ti,,77,,8,38799000,,0,gaming omen 16 b0142tx 4y0z8pa,hp,intel,11400h,16,1024,16.1,144,200,windows 10,4y0z8pa,1920 x 1080,yes,2021,,2.3,yes,yes,369,yes,ips,yes,yes,ssd,yes,23.5,yes,yes,262,1,nvidia
26,nvidia geforce rtx 2070,,78,,30,37999000,,0,gaming g5 15 core p89f003g5500b,dell,intel,10750h,16,1024,15.6,300,240,windows 10,p89f003g5500b,1920 x 1080,yes,2021,plastic,2.65,yes,yes,364.46,yes,va,yes,yes,ssd,yes,31.13,yes,yes,254,1,nvidia
27,nvidia geforce gtx 1660 ti,,80,,19,36999000,,0,gaming g7 15 7500 p100f001,dell,intel,10750h,8,512,15.6,144,240,windows 10,p100f001,1920 x 1080,yes,2021,metal,2.56,yes,yes,357.2,yes,va,yes,yes,ssd,yes,18.3,yes,yes,267.7,1,nvidia
28,nvidia geforce rtx 3070,,82,,10,35999000,,0,nitro gaming an515-45-r9sc nh.qbrsv.001,acer,amd,5800h,8,512,15.6,144,,windows 10,nh.qbrsv.001,1920 x 1080,yes,2021,plastic,2.2,yes,yes,363.4,yes,led,no,yes,ssd,yes,23.9,yes,yes,255,1,nvidia
29,nvidia geforce gtx 1660 ti max-q,,84,,19,34490000,,0,gaming stealth15m a11sdk 061vn,msi,intel,1185g7,16,512,15.6,144,150,windows 10,061vn,1920 x 1080,yes,2021,metal,1.693,no,yes,358,yes,ips,yes,yes,ssd,yes,15.9,yes,yes,248,1,nvidia
30,intel iris xe graphics,,86,,0,33899000,,0,zbook firefly 14 g8 1a2f1av,hp,intel,1135g7,16,512,14,60,,,1a2f1av,,,,,1.35,no,,,no,,,no,,,,,,,1,intel
31,nvidia geforce gtx 1660 ti,,87,,44,33490000,4,53,leopard gl65 10sdk-242vn,msi,intel,10750h,16,512,15.6,144,,windows 10,242vn,1920 x 1080,yes,2020,aluminum,2.3,yes,yes,357,yes,led,yes,yes,ssd,yes,27.5,yes,yes,248,1,nvidia
32,nvidia geforce rtx 3050 ti,,97,,60,28499000,,0,swift x sfx14-41g-r61a nx.au3sv.001,acer,amd,5600u,16,1024,14,60,,windows 10,nx.au3sv.001,1920 x 1080,yes,2021,aluminum,1.39,yes,yes,322.8,yes,led,no,yes,,yes,17.9,yes,yes,212.2,1,nvidia
33,nvidia geforce gtx 1650,,99,,12,27990000,,0,pavillion gaming 15 dk1159tx 31j36pa,hp,intel,10750h,8,512,15.6,60,150,windows 10,31j36pa,1920 x 1080,yes,2021,plastic,2.23,yes,yes,360,yes,led,yes,yes,ssd,yes,23.4,yes,yes,256,1,nvidia
34,nvidia geforce gtx 1650,,101,,56,27490000,,0,pavilion gaming 15 dk1074tx 1k3u8pa,hp,intel,10750h,8,512,15.6,60,,windows 10,1k3u8pa,1920 x 1080,yes,2020,plastic,2.23,yes,yes,360.02,yes,ips,yes,yes,ssd,yes,23.4,yes,yes,256,1,nvidia
35,amd radeon graphics,,102,,99,27199000,,0,envy x360 13 ay0069au 171n3pa,hp,amd,4700u,8,256,13.3,60,65,windows 10,171n3pa,1920 x 1080,yes,2020,aluminum,1.32,yes,yes,306.5,yes,fhd,yes,yes,ssd,yes,16.4,yes,yes,194.6,1,amd
36,intel iris xe graphics,,103,,317,27199000,5,2,yoga slim 7 14itl05 82a30075vn,lenovo,intel,1165g7,16,512,14,60,65,windows 10,82a30075vn,1920 x 1080,yes,2021,aluminum,1.36,yes,yes,320.5,yes,ips,no,yes,ssd,yes,14.9,yes,yes,208.5,1,intel
37,nvidia geforce gtx 1650 ti,,104,,329,26999000,,0,gaming legion 5 82b500rrvn,lenovo,amd,4800h,16,512,15.6,144,170,windows 10,82b500rrvn,1920 x 1080,yes,2020,plastic,2.3,yes,yes,363,yes,ips,no,yes,,yes,22,yes,yes,256.9,1,nvidia
38,nvidia geforce mx450,,105,,104,26699000,,0,ideapad 5 pro 14itl6 82l3005fvn,lenovo,intel,1165g7,16,512,14,60,,windows 10,82l3005fvn,,yes,2021,aluminum,1.41,yes,yes,308,yes,ips,no,yes,ssd,yes,15.9,yes,yes,221.7,1,nvidia
39,amd radeon graphics,,107,,1,25299000,,0,yoga 7 14acn6 82n7002lvn,lenovo,amd,5800u,8,512,14,60,65,windows 10,82n7002lvn,1920 x 1080,yes,2021,aluminum,1.45,yes,yes,320.34,yes,ips,no,yes,ssd,yes,15.69,yes,yes,214.6,1,amd
40,intel iris xe graphics,,109,,53,25190000,,0,probook 440 g8 2z6j6pa,hp,intel,1165g7,16,512,14,60,65,windows 10,2z6j6pa,1920 x 1200,yes,2021,plastic,1.4,yes,yes,324,yes,,yes,yes,ssd,yes,19.9,yes,yes,212.4,1,intel
41,intel iris xe graphics,,111,,24,24499000,,0,ch 9c13a1 4zr1c39165,fujitsu,intel,1135g7,8,512,13.3,60,30,windows 10,4zr1c39165,1920 x 1080,yes,2021,metal,0.995,yes,yes,307,yes,led,no,yes,ssd,yes,15.9,yes,yes,208,1,intel
42,nvidia geforce gtx 1650,,121,,17,20990000,,0,gaming gf63 10sc 014vn,msi,intel,10200h,8,512,15.6,144,120,windows 10,014vn,1920 x 1080,yes,2021,metal,2.2,yes,yes,359,yes,ips,no,yes,ssd,yes,24.9,yes,yes,249.6,1,nvidia
43,amd radeon rx 5300m,,125,,33,19990000,,0,gaming bravo 15 a4dcr 292vn,msi,amd,4600h,8,512,15.6,144,180,windows 10,292vn,1920 x 1080,yes,2021,"metal, plastic",1.91,yes,yes,359,yes,ips,no,yes,ssd,yes,21.7,yes,yes,254.5,1,amd
44,amd radeon graphics,,129,,431,18699000,,0,thinkbook 14 g3 acl 21a2004avn,lenovo,amd,5500u,8,512,14,60,45,windows 10,21a2004avn,1920 x 1080,yes,2021,aluminum,1.4,yes,yes,323,yes,ips,yes,yes,ssd,yes,17.9,yes,yes,217.5,1,amd
45,amd radeon graphics,,130,,2,18599000,,0,vostro v5515 70253897,dell,amd,5300u,8,256,15.6,60,65,windows 10,70253897,1920 x 1080,yes,2021,,1.74,no,yes,356,yes,va,yes,yes,ssd,yes,18,yes,yes,228,1,amd
46,amd radeon graphics,,132,,23,17999000,,0,liber ns14a9 ns14a9vnv561-aba,avita,amd,4500u,8,512,14,60,42,windows 10,ns14a9vnv561-aba,1920 x 1080,yes,2020,aluminum,1.3,yes,yes,,yes,,yes,yes,ssd,yes,,yes,yes,,1,amd
47,amd radeon rx graphics,,133,,31,17999000,,0,liber ns14a9 ns14a9vnv561-uga,avita,amd,4500u,8,512,14,60,42,windows 10,ns14a9vnv561-uga,1920 x 1080,yes,2020,aluminum,1.3,yes,yes,,yes,,yes,yes,ssd,yes,,yes,yes,,1,amd
48,intel uhd graphics,,138,,212,17199000,,0,340s g7 36a43pa,hp,intel,1035g1,8,256,14,60,45,windows 10,36a43pa,1920 x 1080,yes,2021,plastic,1.3,yes,yes,324,yes,,yes,yes,ssd,yes,17.9,yes,yes,225,1,intel
49,intel uhd graphics 600,,143,,0,10999000,,0,inspiron n3510 p91k5,dell,intel,n4020,4,128,15.6,60,65,windows 10,p91k5,1366 x 768,yes,2021,plastic,1.65,yes,yes,358.5,yes,,yes,yes,ssd,yes,0.41,yes,yes,235,1,intel
50,intel uhd graphics,,144,,209,9999000,5,2,flip br1100fka-bp0531t 90nx03a1-m06750,asus,intel,n4500,4,128,11.6,60,45,windows 10,90nx03a1-m06750,1366 x 768,yes,2021,plastic,1.35,yes,yes,296.9,yes,led,no,yes,emmc,yes,20,yes,yes,204.7,1,intel
51,intel uhd graphics 600,,145,,969,7799000,4,6,vivobook e210ka-gj031t 90nb0u71-m00460,asus,intel,n4500,4,128,11.6,60,33,windows 10,90nb0u71-m00460,1366 x 768,yes,2021,plastic,1.1,yes,yes,280.5,yes,led,yes,yes,emmc,yes,16.9,yes,yes,189,1,intel
52,intel iris xe graphics,,5,https://www.thegioididong.com/laptop/dell-inspiron-15-3511-i5-p112f001bbl?src=osp#top-tskt,150,19994500,2.6,10,inspiron 15 3511 p112f001bbl,dell,intel,1135g7,4,512,15.6,60,41,windows 10,p112f001bbl,1920 x 1080,yes,2021,plastic,1.7,no,no,358.5,yes,va,yes,yes,ssd,yes,18.9,no,yes,235.5,2,intel
53,intel iris xe graphics,,20,https://www.thegioididong.com/laptop/hp-envy-13-ba1535tu-i7-4u6m4pa?src=osp#top-tskt,56,29304500,,0,envy 13 ba1535tu 4u6m4pa,hp,intel,1165g7,8,512,13.3,60,51,windows 11,4u6m4pa,1920 x 1080,no,2021,metal,1.236,yes,no,306.5,no,ips,yes,no,ssd,yes,16.9,yes,yes,194.6,2,intel
54,nvidia geforce mx330,,21,https://www.thegioididong.com/laptop/dell-vostro-3400-i5-yx51w3?src=osp#top-tskt,48,21659500,5,2,vostro 3400 yx51w3,dell,intel,1135g7,8,512,14,60,42,windows 10,yx51w3,1920 x 1080,yes,2021,plastic,1.64,no,yes,328.7,yes,va,yes,yes,ssd,yes,19.9,yes,yes,239.5,2,nvidia
55,intel iris xe graphics,,34,https://www.thegioididong.com/laptop/dell-inspiron-3501-i5-n3501b?src=osp#top-tskt,794,18994500,2.7,24,inspiron 3501 p90f005n3501b,dell,intel,1135g7,4,512,15.6,60,42,windows 10,p90f005n3501b,1920 x 1080,yes,2020,plastic,1.96,no,yes,363.96,yes,va,yes,no,ssd,yes,19.9,no,yes,249,2,intel
56,intel iris xe graphics,,38,https://www.thegioididong.com/laptop/dell-inspiron-15-5510-i5-0wt8r1?src=osp#top-tskt,371,22659500,3.5,4,inspiron 15 5510 0wt8r1,dell,intel,11300h,8,256,15.6,60,54,windows 10,0wt8r1,1920 x 1080,yes,2021,"metal, plastic",1.75,yes,no,356,yes,va,yes,no,ssd,yes,17.9,yes,yes,228,2,intel
57,nvidia geforce rtx 3050 ti,,43,https://www.thegioididong.com/laptop/msi-gaming-pulse-gl66-11udk-i7-816vn?src=osp#top-tskt,92,33494500,,0,gaming pulse gl66 11udk 816vn,msi,intel,11800h,16,512,15.6,144,53.5,windows 10,816vn,1920 x 1080,yes,2021,metal,2.25,yes,yes,359,yes,ips,no,no,ssd,no,23.95,yes,yes,259,2,nvidia
58,nvidia geforce rtx 3060,,47,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx516pm-i7-hn002t?src=osp#top-tskt,36,32494500,1,1,tuf gaming fx516pm hn002t,asus,intel,11370h,8,512,15.6,144,76,windows 10,hn002t,1920 x 1080,yes,2021,"metal, plastic",2,yes,yes,360,yes,ips,no,yes,ssd,yes,19.9,yes,yes,252,2,nvidia
59,nvidia geforce rtx 3050,,57,https://www.thegioididong.com/laptop/msi-summit-e16-flip-i7-082vn?src=osp#top-tskt,58,45994500,,0,summit e16 flip 082vn,msi,intel,1195g7,16,1024,16,120,82,windows 10,082vn,2560 x 1600,yes,2021,metal,1.9,yes,no,358.2,no,ips,yes,no,ssd,yes,16.9,yes,yes,258.5,2,nvidia
60,nvidia geforce rtx 3060,,58,https://www.thegioididong.com/laptop/acer-predator-triton-300-pt315-53-75lq-i7?src=osp#top-tskt,32,42790000,5,1,predator triton 300 pt315 53 75lq nh.qdqsv.001,acer,intel,11800h,16,512,15.6,165,59,windows 10,nh.qdqsv.001,2560 x 1440,yes,2021,metal,2,yes,yes,353,yes,ips,no,yes,ssd,yes,19.9,yes,yes,255,2,nvidia
61,nvidia geforce rtx 3050 ti,,61,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx516pe-i7-hn005t?src=osp#top-tskt,329,28994500,5,8,tuf gaming fx516pe hn005t,asus,intel,11370h,8,512,15.6,144,76,windows 10,hn005t,1920 x 1080,yes,2021,"metal, plastic",2,yes,yes,360,yes,ips,no,yes,ssd,yes,19.9,yes,yes,252,2,nvidia
62,nvidia geforce rtx 3070,,69,https://www.thegioididong.com/laptop/acer-predator-triton-300-pt315-53-71dj-i7?src=osp#top-tskt,38,48494500,,0,predator triton 300 pt315 53 71dj nh.qdssv.001,acer,intel,11800h,16,512,15.6,165,59,windows 10,nh.qdssv.001,2560 x 1440,yes,2021,metal,2,yes,yes,353,yes,ips,no,yes,ssd,yes,19.9,yes,yes,255,2,nvidia
63,nvidia geforce gtx 1650 ti,,79,https://www.thegioididong.com/laptop/dell-gaming-g3-15-i7-p89f002dbl?src=osp#top-tskt,50,33994500,,0,gaming g3 15 p89f002dbl,dell,intel,10750h,16,512,15.6,120,51,windows 10,p89f002dbl,1920 x 1080,yes,2020,plastic,2.58,yes,yes,364.46,yes,va,yes,yes,ssd,yes,30.96,yes,yes,254,2,nvidia
64,nvidia geforce gtx 1660 ti,,91,https://www.thegioididong.com/laptop/dell-g3-15-i7-p89f002bwh?src=osp#top-tskt,218,31524500,2.3,9,gaming g3 15 p89f002bwh,dell,intel,10750h,16,512,15.6,120,68,windows 10,p89f002bwh,1920 x 1080,yes,2020,plastic,2.58,yes,yes,364.46,yes,va,yes,yes,ssd,yes,30.96,no,yes,254,2,nvidia
65,nvidia geforce rtx 3050,,94,https://www.thegioididong.com/laptop/dell-gaming-g15-5515-r7-70258049?src=osp#top-tskt,84,30544500,,0,gaming g15 5515 70258049,dell,amd,5800h,8,512,15.6,120,56,windows 10,70258049,1920 x 1080,yes,2021,plastic,2.81,yes,yes,357.2,yes,va,no,no,ssd,yes,26.9,yes,yes,272.1,2,nvidia
66,intel iris xe graphics,,95,https://www.thegioididong.com/laptop/hp-envy-13-ba1030tu-i7-2k0b6pa?src=osp#top-tskt,354,30084500,,0,envy 13 ba1030tu 2k0b6pa,hp,intel,1165g7,8,512,13.3,60,65,windows 10,2k0b6pa,1920 x 1080,no,2020,metal,1.236,yes,no,306.5,no,ips,yes,no,ssd,yes,16.9,yes,yes,194.6,2,intel
67,nvidia geforce rtx 3050 ti,,96,https://www.thegioididong.com/laptop/gigabyte-gaming-g5-i5-md51s1123sh?src=osp#top-tskt,60,29244500,5,1,gaming g5 51s1123sh,gigabyte,intel,11400h,16,512,15.6,144,41,windows 10,51s1123sh,1920 x 1080,yes,2021,plastic,2.2,yes,yes,361,yes,ips,yes,yes,ssd,yes,24.9,yes,yes,258,2,nvidia
68,nvidia geforce mx330,,108,https://www.thegioididong.com/laptop/dell-vostro-3400-i7-v4i7015w?src=osp#top-tskt,377,25604500,3,3,vostro 3400 v4i7015w,dell,intel,1165g7,8,512,14,60,42,windows 10,v4i7015w,1920 x 1080,yes,2020,plastic,1.64,no,yes,328.7,yes,va,yes,yes,ssd,yes,19.9,yes,yes,239.5,2,nvidia
69,nvidia geforce mx330,,112,https://www.thegioididong.com/laptop/dell-inspiron-3501-i7-70253898?src=osp#top-tskt,356,24229500,4,3,inspiron 3501 70253898,dell,intel,1165g7,8,512,15.6,60,42,windows 10,70253898,1920 x 1080,yes,2021,plastic,1.91,no,yes,363.96,yes,va,yes,yes,ssd,yes,19.9,no,yes,249,2,nvidia
70,nvidia geforce mx350,,115,https://www.thegioididong.com/laptop/dell-inspiron-14-5410-i5-n4i5547w?src=osp#top-tskt,24,25294500,,0,inspiron 14 5410 n4i5547w,dell,intel,1155g7,8,512,14,60,41,windows 10,n4i5547w,1920 x 1080,yes,2021,"metal, plastic",1.65,yes,no,321,yes,va,yes,no,ssd,yes,18,yes,yes,211,2,nvidia
71,nvidia geforce mx330,,119,https://www.thegioididong.com/laptop/dell-inspiron-3501-i5-70253897?src=osp#top-tskt,294,22159500,3,2,inspiron 3501 70253897,dell,intel,1135g7,8,512,15.6,60,42,windows 10,70253897,1920 x 1080,yes,2021,plastic,1.91,no,yes,363.96,yes,va,yes,yes,ssd,yes,19.9,no,yes,249,2,nvidia
72,intel iris xe graphics,,134,https://www.thegioididong.com/laptop/hp-pavilion-15-eg0507tu-i5-46m06pa?src=osp#top-tskt,3179,17894500,4.196428571,168,pavilion 15 eg0507tu 46m06pa,hp,intel,1135g7,8,256,15.6,60,41,windows 10,46m06pa,1920 x 1080,yes,2021,metal,1.682,no,no,360.2,yes,ips,yes,no,ssd,yes,17.9,yes,yes,234,2,intel
73,intel uhd graphics,,141,https://www.thegioididong.com/laptop/asus-vivobook-x515ea-i3-bq1415w?src=osp#top-tskt,677,15344500,5,2,vivobook x515ea bq1415w,asus,intel,1115g4,8,256,15.6,60,37,windows 11,bq1415w,1920 x 1080,yes,2021,plastic,1.8,no,no,360,yes,ips,no,yes,ssd,yes,19.9,yes,yes,235,2,intel
74,nvidia geforce rtx 3050 ti,,,https://www.thegioididong.com/laptop/acer-nitro-5-gaming-an515-57-720a-i7-nhqeqsv004?src=osp#top-tskt,4,30490000,,0,nitro 5 gaming an515 57 720a nh.qeqsv.004,acer,intel,11800h,8,512,15.6,144,57.5,windows 11,nh.qeqsv.004,1920 x 1080,yes,2021,plastic,2.2,yes,yes,363.4,yes,ips,no,yes,ssd,yes,23.9,yes,yes,255,1,nvidia
75,nvidia geforce rtx 3050,,,https://www.thegioididong.com/laptop/acer-nitro-5-gaming-an515-57-71vv-i7-nhqensv005?src=osp#top-tskt,5,28990000,,0,nitro 5 gaming an515 57 71vv nh.qensv.005,acer,intel,11800h,8,512,15.6,144,57,windows 10,nh.qensv.005,1920 x 1080,yes,2021,plastic,2.2,yes,yes,363.4,yes,ips,no,yes,ssd,yes,23.9,yes,yes,255,1,nvidia
76,nvidia geforce rtx 3060 max-q,,,https://www.thegioididong.com/laptop/msi-gaming-stealth-15m-a11uek-i7-254vn?src=osp#top-tskt,2,41990000,,0,gaming stealth 15m a11uek 254vn,msi,intel,11375h,16,512,15.6,144,52,windows 10,254vn,1920 x 1080,yes,2021,metal,1.7,yes,no,358.3,yes,ips,yes,no,ssd,yes,16.15,yes,yes,248,1,nvidia
77,nvidia geforce rtx 3050,,,https://www.thegioididong.com/laptop/dell-gaming-g15-5515-r5-p105f004cgr?src=osp#top-tskt,41,24990000,,0,gaming g15 5515 p105f004cgr,dell,amd,5600h,8,256,15.6,120,56,windows 11,p105f004cgr,1920 x 1080,yes,2021,plastic,2.8,yes,yes,357.26,yes,va,no,no,ssd,yes,26.9,yes,yes,272.11,1,nvidia
78,nvidia geforce rtx 3050,,,https://www.thegioididong.com/laptop/dell-gaming-g15-5515-r5-p105f004dgr?src=osp#top-tskt,8,27990000,,0,gaming g15 5515 p105f004dgr,dell,amd,5600h,16,512,15.6,120,56,windows 11,p105f004dgr,1920 x 1080,yes,2021,plastic,2.8,yes,yes,357.26,yes,va,no,yes,ssd,yes,26.9,yes,yes,272.11,1,nvidia
79,nvidia geforce rtx 3080,,,https://www.thegioididong.com/laptop/msi-gaming-ge66-raider-11uh-i7-259vn?src=osp#top-tskt,17,77990000,,0,gaming ge66 raider 11uh 259vn,msi,intel,11800h,32,2048,15.6,240,99.9,windows 10,259vn,2560 x 1440,yes,2021,metal,2.38,yes,yes,358,yes,ips,yes,yes,ssd,yes,23.4,yes,yes,267,1,nvidia
80,nvidia geforce rtx 3070 max-q,,,https://www.thegioididong.com/laptop/msi-gaming-gs66-stealth-11ug-i7-219vn?src=osp#top-tskt,20,64990000,,0,gaming gs66 stealth 11ug 219vn,msi,intel,11800h,32,2048,15.6,360,99.9,windows 10,219vn,1920 x 1080,yes,2021,metal,2.1,yes,yes,358.3,yes,ips,no,yes,ssd,yes,19.8,yes,yes,248,1,nvidia
81,nvidia geforce rtx 3070,,,https://www.thegioididong.com/laptop/msi-gaming-ge66-raider-11ug-i7-258vn?src=osp#top-tskt,15,59990000,,0,gaming ge66 raider 11ug 258vn,msi,intel,11800h,16,2048,15.6,360,99.9,windows 10,258vn,1920 x 1080,yes,2021,metal,2.38,yes,yes,358,yes,ips,yes,yes,ssd,yes,23.4,yes,yes,267,1,nvidia
