sd_card,P/N,ram_upgradable,GPU,displ_rate,backlit_keyboard,Weight,thickness,width,length,screen_technology,Battery,OS,displ_resolution,Surface,displ_size,Price,comment_count,Rating_count,Rating,ram_size,cpu_code,cpu_brand,storage_size,storage_type,storage_extra_slot,Release_year,Brand,Series,usb_a,type_c,lan,headphone_jack,hdmi,url,1star,2star,3star,4star,5star
yes,GX551QR-HB066T,yes,NVIDIA GeForce RTX 3070,120,yes,2.48,,,,IPS,90,Windows 10,3840 x 2160,,15.6,,0,0,,32,5900HX,AMD,1024,SSD,,,Asus,Gaming ROG Zephyrus,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-asus-rog-zephyrus-duo-15-se-gx551qr-120hz.html,0,0,0,0,0
yes,GX551QR-HB120T,yes,NVIDIA GeForce RTX 3070,120,yes,2.48,20.9,268,360,IPS,90,Windows 10,3840 x 2160,,15.6,80.990.000,0,0,,32,5980HX,AMD,1024,SSD,yes,,Asus,Gaming ROG Zephyrus,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-asus-rog-zephyrus-duo-15-se-gx551qr-hb120t.html,0,0,0,0,0
yes,G713QM-K4183T,yes,NVIDIA GeForce RTX 3060,165,yes,2.73,23.4,282,395,,90,Windows 10,2560 x 1440,,17.3,41.490.000,20,0,,16,5900HX,AMD,512,SSD,,,Asus,Gaming ROG Strix,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g14-g713qm-k4183t.html,0,0,0,0,0
yes,GA401QC,yes,NVIDIA GeForce RTX 3050,144,yes,1.73,19.9,220,324,IPS,76,Windows 10,1920 x 1080,,14,34.790.000,27,0,,16,5800HS,AMD,512,SSD,,,Asus,Gaming ROG Zephyrus,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g14-ga401qc.html,0,0,0,0,0
yes,GA401QC-HZ032T,yes,NVIDIA GeForce RTX 3050,144,yes,1.7,,,,IPS,76,Windows 10,1920 x 1080,,14,31.490.000,40,1,5.0,16,5800HS,AMD,512,SSD,,,Asus,Gaming ROG Zephyrus,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g14-ga401qc-hz032t.html,0,0,0,0,1
yes,GA401QC-HZ100T,yes,NVIDIA GeForce RTX 3050,144,yes,1.7,19.9,220,324,IPS,76,Windows 10,1920 x 1080,,14,35.990.000,13,0,,16,5900HS,AMD,512,SSD,,,Asus,Gaming ROG Zephyrus,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g14-ga401qc-hz100t.html,0,0,0,0,0
yes,GA401QC-HZ133T,yes,NVIDIA GeForce GTX 3050,144,yes,1.73,19.9,220,324,IPS,76,Windows 10,1920 x 1080,,14,35.990.000,14,1,4.0,16,5900HS,AMD,512,SSD,no,,Asus,Gaming ROG Zephyrus,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g14-ga401qc-hz133t.html,0,0,0,1,0
yes,GA401QEC-K2064T,yes,NVIDIA GeForce RTX 3050Ti,120,yes,1.7,19.9,222,324,IPS,76,Windows 10,2560 x 1440,plastic,14,42.490.000,19,0,,16,5900HX,AMD,1024,SSD,,,Asus,Gaming ROG Zephyrus,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g14-ga401qec-k2064t.html,0,0,0,0,0
yes,GA401QE-K2026T,yes,NVIDIA GeForce RTX 3050Ti,120,yes,1.7,19.9,220,324,IPS,76,Windows 10,2560 x 1440,,14,39.490.000,4,0,,16,5800HS,AMD,1024,SSD,,,Asus,Gaming ROG Zephyrus,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g14-ga401qe-k2026t.html,0,0,0,0,0
yes,GA401QE-K2097T,yes,NVIDIA GeForce GTX 3050Ti,120,yes,1.73,19.9,220,324,IPS,76,Windows 10,2560 x 1440,,14,40.490.000,3,0,,16,5900HS,AMD,1024,SSD,,,Asus,Gaming ROG Zephyrus,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g14-ga401qe-k2097t.html,0,0,0,0,0
yes,GA401QH-HZ035T,yes,NVIDIA GeForce GTX 1650,144,yes,1.7,17.9,220,324,IPS,76,Windows 10,1920 x 1080,aluminum,14,27.990.000,124,3,5.0,8,5800HS,AMD,512,SSD,,,Asus,Gaming ROG Zephyrus,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g14-ga401qh-hz035t.html,0,0,0,0,3
yes,GA503QM-HQ097T,yes,NVIDIA GeForce RTX 3060,165,yes,2,18.9,252,360,IPS,90,Windows 10,2560 x 1440,,15.6,39.900.000,19,0,,16,5800HS,AMD,512,SSD,,,Asus,Gaming ROG Zephyrus,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g15-ga503qm.html,0,0,0,0,0
yes,GA503QM-HQ158T,yes,NVIDIA GeForce RTX 3060,165,yes,1.9,19.9,243,355,,90,Windows 10,2560 x 1440,plastic,15.6,43.490.000,4,0,,16,5900HS,AMD,512,SSD,,,Asus,Gaming ROG Zephyrus,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g15-ga503qm-hq158t.html,0,0,0,0,0
yes,GU603HR-K8036T,yes,NVIDIA GeForce RTX 3070,165,yes,1.9,19.9,243,355,IPS,90,Windows 10,2560 x 1600,,16,68.990.000,4,0,,32,11900H,Intel,2048,SSD,yes,,Asus,Gaming ROG Zephyrus,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-asus-rog-zephyrus-m16-gu603hr-k8036t.html,0,0,0,0,0
yes,FX516PC-HN011T,yes,NVIDIA GeForce RTX 3050,144,yes,2,19.9,252,360,IPS,76,Windows 10,1920 x 1080,plastic,15.6,24.990.000,12,0,,8,11300H,Intel,512,SSD,,,Asus,Gaming TUF,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-asus-tuf-dash-f15-fx516pc-hn011t.html,0,0,0,0,0
yes,FA506QM-HN005T,yes,NVIDIA GeForce RTX 3060,144,yes,2.3,22.8,256,359,IPS,90,Windows 10,1920 x 1080,,15.6,31.590.000,24,0,,16,5800H,AMD,1024,SSD,,,Asus,Gaming TUF,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa506qm.html,0,0,0,0,0
no,FA506IU-AL127T,yes,NVIDIA GeForce GTX 1660Ti,144,yes,2.3,24.7,256,359,IPS,90,Windows 10,1920 x 1080,,15.6,25.990.000,106,5,5.0,8,4800H,AMD,512,SSD,yes,,Asus,Gaming TUF,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-ryzen-7.html,0,0,0,0,5
yes,FA706IH-HX180T,yes,NVIDIA GeForce GTX 1650,144,yes,2.6,25.2,269,399,IPS,48,Windows 10,1920 x 1080,plastic,17.3,19.790.000,44,0,,8,4600H,AMD,512,SSD,,,Asus,Gaming TUF,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-tuf-gaming-a17-fa706ih-hx180t.html,0,0,0,0,0
yes,FA706IU-H7133T,yes,NVIDIA GeForce GTX 1660Ti,120,yes,2.6,25.2,269,399,IPS,90,Windows 10,1920 x 1080,,17.3,26.990.000,25,1,5.0,8,4800H,AMD,512,SSD,,,Asus,Gaming TUF,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-asus-tuf-gaming-a17-fa706iu.html,0,0,0,0,1
yes,FA706IU-HX406T,yes,NVIDIA GeForce GTX 1660Ti + AMD Radeon,144,yes,2.6,25.2,269,399,IPS,90,Windows 10,1920 x 1080,,17.3,26.990.000,27,1,5.0,8,4800H,AMD,512,SSD,,,Asus,Gaming TUF,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-tuf-gaming-a17-fa706iu-hx406t.html,0,0,0,0,1
yes,FX516PC-HN001T,yes,Intel Iris Xe + NVIDIA GeForce RTX 3050,144,yes,2,19.9,252,360,IPS,76,Windows 10,1920 x 1080,,15.6,27.690.000,6,0,,8,11370H,Intel,512,SSD,,,Asus,Gaming TUF,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-tuf-gaming-dash-f15-fx516pc-hn001t.html,0,0,0,0,0
yes,FX516PC-HN002T,yes,NVIDIA GeForce RTX 3050,144,yes,2,19.9,252,360,IPS,76,Windows 10,1920 x 1080,plastic,15.6,24.990.000,29,0,,8,11300H,Intel,512,SSD,,,Asus,Gaming TUF,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-asus-tuf-gaming-dash-f15-fx516pc-hn002t.html,0,0,0,0,0
yes,FX506HC-HN002T,yes,NVIDIA GeForce RTX 3050,144,yes,2.3,22.8,256,359,IPS,48,Windows 10,1920 x 1080,plastic,15.6,24.390.000,104,1,5.0,8,11400H,Intel,512,SSD,yes,,Asus,Gaming TUF,yes,no,yes,yes,yes,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx506hc-hn002t.html,0,0,0,0,1
yes,FX506HM-HN018T,yes,NVIDIA GeForce RTX 3060,144,yes,2.3,24.7,256,359,IPS,90,Windows 10,1620 x 1080,plastic,15.6,28.990.000,14,0,,8,11400H,Intel,512,SSD,yes,,Asus,Gaming TUF,yes,no,yes,yes,yes,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx506hm-hn018t.html,0,0,0,0,0
yes,FX506LH-HN002T,yes,NVIDIA GeForce GTX 1650,144,yes,2.2,25.8,262,360,IPS,48,Windows 10,1920 x 1080,,15.6,21.890.000,192,6,4.833333333333333,8,10300H,Intel,512,SSD,yes,,Asus,Gaming,yes,no,yes,yes,yes,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx506lh.html,0,0,0,1,5
yes,FX706HE-HX011T,yes,NVIDIA GeForce RTX 3050Ti,144,yes,2.6,23.3,269,399,IPS,48,Windows 10,1920 x 1080,,17.3,30.690.000,5,0,,8,11800H,Intel,512,SSD,,,Asus,Gaming TUF,yes,no,yes,yes,yes,https://cellphones.com.vn/laptop-asus-tuf-gaming-f17-fx706he-hx011t.html,0,0,0,0,0
no,FA506QM-HN016T,yes,NVIDIA GeForce RTX 3060,144,yes,2.3,22.8,256,359.8,IPS,90,Windows 10,1920 x 1080,,15.6,31.490.000,50,0,,16,5800H,AMD,512,SSD,,,Asus,Gaming TUF,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-asus-tuf-gaming-fa506qm-hn016t.html,0,0,0,0,0
yes,FA506QR-AZ003T,yes,NVIDIA GeForce RTX 3070,240,yes,2.3,22.8,256,359,IPS,90,Windows 10,1920 x 1080,,15.6,36.990.000,7,0,,16,5800H,AMD,512,SSD,,,Asus,Gaming TUF,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-asus-tuf-gaming-fa506qr-az003t.html,0,0,0,0,0
yes,FX506HCB-HN139T,yes,NVIDIA GeForce RTX 3050,144,yes,2.3,22.8,256,359,IPS,48,Windows 10,1920 x 1080,,15.6,24.790.000,29,0,,8,11400H,Intel,512,SSD,,,Asus,Gaming TUF,yes,no,yes,yes,yes,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx506hcb-hn139t.html,0,0,0,0,0
yes,FX506HC-HN001T,yes,NVIDIA GeForce RTX 3050,144,yes,2.3,24.7,256,359,IPS,48,Windows 10,1920 x 1080,plastic,15.6,27.090.000,39,3,5.0,8,11800H,Intel,512,SSD,,,Asus,Gaming TUF,yes,no,yes,yes,yes,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx506hc-hn001t.html,0,0,0,0,3
yes,FX506LU-HN138T,yes,NVIDIA GeForce GTX 1660Ti,144,,2.3,24.7,256,359,IPS,90,Windows 10,1920 x 1080,,15.6,,72,1,5.0,8,10870H,Intel,512,SSD,yes,,Asus,Gaming,yes,no,yes,yes,yes,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx506lu.html,0,0,0,0,1
no,FX516PE-HN005T,yes,NVIDIA GeForce RTX 3050Ti,60,yes,2,19.9,252,360,IPS,76,Windows 10,1920 x 1080,plastic,15.6,28.790.000,28,0,,8,11370H,Intel,512,SSD,,,Asus,Gaming TUF,yes,no,yes,yes,yes,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx516pe-hn005t.html,0,0,0,0,0
yes,FX706HC-HX003T,yes,NVIDIA GeForce RTX 3050,144,yes,2.6,23.9,269,399,IPS,48,Windows 10,1920 x 1080,plastic,17.3,25.990.000,25,1,4.0,8,11400H,Intel,512,SSD,yes,,Asus,Gaming TUF,yes,no,yes,yes,yes,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx706hc-hx003t.html,0,0,0,1,0
yes,FX706HC-HX009T,yes,NVIDIA GeForce RTX 3050,144,,2.6,22.1,269,399,IPS,48,Windows 10,1920 x 1080,plastic,17.3,28.690.000,17,0,,8,11800H,Intel,512,SSD,,,Asus,Gaming TUF,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx706hc-hx009t.html,0,0,0,0,0
yes,,no,Intel Iris Xe,60,,1.4,17.9,215,324,,42,Windows 10,1920 x 1080,,14,18.290.000,70,0,,8,1135G7,Intel,512,SSD,yes,,Asus,VivoBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-vivobook-14-a415ea.html,0,0,0,0,0
yes,A415EA-EB557T,no,Intel UHD,60,,1.4,17.9,215,324,IPS,42,Windows 10,1920 x 1080,,14,14.990.000,51,1,5.0,8,1115G4,Intel,256,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-14-a415ea-i3-ssd-256gb.html,0,0,0,0,1
no,A515EA-BQ498T,yes,Intel Iris Xe,60,no,1.7,17.9,235,359,IPS,42,Windows 10,1920 x 1080,,15.6,18.490.000,71,1,5.0,8,1135G7,Intel,512,SSD,yes,,Asus,VivoBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-vivobook-15-a515ea.html,0,0,0,0,1
yes,A515EA,yes,Intel UHD,60,no,1.8,17.9,235,359,IPS,42,Windows 10,1920 x 1080,aluminum,15.6,15.160.000,166,4,4.75,4,1115G4,Intel,512,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-15-a515ea-i3-ram-4gb.html,0,0,0,1,3
no,A515EP-BQ196T,yes,NVIDIA GeForce MX330,60,,1.7,17.9,235,359,,42,Windows 10,1920 x 1080,,15.6,22.490.000,30,0,,8,1165G7,Intel,512,SSD,,,Asus,VivoBook,yes,no,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-15-a515ep.html,0,0,0,0,0
yes,A515EP-BQ195T,yes,NVIDIA GeForce MX330,60,,1.7,17.9,235,359,IPS,42,Windows 10,1920 x 1080,,15.6,19.190.000,64,0,,8,1135G,Intel,512,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-15-a515ep-i5.html,0,0,0,0,0
yes,D515UA-EJ045T,yes,AMD Radeon,60,,1.8,19.9,235,360,,,Windows 10,1920 x 1080,,15.6,13.990.000,55,0,,4,5500U,AMD,512,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-15-d515ua.html,0,0,0,0,0
no,M513IA-EJ283T,yes,AMD Radeon,60,,1.8,18.6,235.3,359.8,,42,Windows 10,1920 x 1080,,15.6,18.490.000,38,0,,8,4700U,AMD,512,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-15-m513ia-ryzen-7.html,0,0,0,0,0
yes,X515MA-BR112T,yes,Intel UHD 600,60,no,1.8,19.9,235,360,,37,Windows 10,1366 x 768,,15.6,7.990.000,85,1,5.0,4,N4020,Intel,256,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-15-x515ma-celeron-n4020.html,0,0,0,0,1
yes,,no,Intel Iris Xe,60,,1.4,17.9,215,324,IPS,42,Windows 10,1920 x 1080,aluminum,14,,17,0,,8,1135G7,Intel,512,SSD,yes,,Asus,VivoBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-vivobook-a415ea-eb360t.html,0,0,0,0,0
yes,A415EA-EB558T,no,Intel UHD,60,,1.4,17.9,215,324,IPS,42,Windows 10,1920 x 1080,plastic,14,14.990.000,14,0,,8,1115G4,Intel,256,SSD,yes,,Asus,VivoBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-vivobook-a415ea-eb558t.html,0,0,0,0,0
yes,A515EA-BQ1530T,,Intel Iris Xe,60,,1.7,17.9,235,359,IPS,42,Windows 10,1920 x 1080,plastic,15.6,14.990.000,11,0,,4,1115G4,Intel,512,SSD,yes,,Asus,VivoBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-vivobook-a515ea-bq1530t.html,0,0,0,0,0
no,A515EA-BQ1532T,no,Intel UHD,60,,1.8,17.9,235,359,,42,Windows 10,1920 x 1080,,15.6,14.990.000,8,0,,4,1115G4,Intel,512,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-a515ea-bq1532t.html,0,0,0,0,0
yes,A515EA-L11171T,no,Intel Iris Xe,60,,1.8,17.9,235,359,OLED,42,Windows 10,1920 x 1080,plastic,15.6,19.490.000,13,0,,8,1135G7,Intel,512,SSD,,,Asus,VivoBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-vivobook-a515ea-l11171t.html,0,0,0,0,0
yes,A515EP-BQ498T,yes,NVIDIA GeForce MX330,60,,1.7,17.9,235,359,IPS,42,Windows 10,1920 x 1080,plastic,15.6,19.290.000,12,0,,8,1135G7,Intel,512,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-a515ep-bq498t.html,0,0,0,0,0
yes,A515EP-BQ630T,yes,NVIDIA GeForce MX330,60,,1.7,17.9,235,359,IPS,42,Windows 10,1920 x 1080,plastic,15.6,22.990.000,2,0,,8,1165G7,Intel,512,SSD,yes,,Asus,VivoBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-vivobook-a515ep-bq630t.html,0,0,0,0,0
yes,D515DA-EJ711T,yes,AMD Radeon,60,,1.8,19.9,235,360,TN,37,Windows 10,1920 x 1080,plastic,15.6,12.390.000,60,1,5.0,4,3250U,AMD,512,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-d515da-ej711t.html,0,0,0,0,1
yes,TM420IA-EC031T,yes,AMD Radeon,60,yes,1.5,18.2,220,324,IPS,50,Windows 10,1920 x 1080,aluminum,14,17.190.000,218,0,,8,4500U,AMD,512,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tm420ia.html,0,0,0,0,0
yes,TM420IA-EC227T,yes,AMD Radeon,60,yes,1.5,18.2,220,324,IPS,42,Windows 10,1920 x 1080,plastic,14,19.590.000,116,0,,8,4700U,AMD,512,SSD,no,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tm420ia-ec227t.html,0,0,0,0,0
yes,TM420IA-EC155T,yes,AMD Radeon,60,yes,1.5,18.2,220,324,IPS,42,Windows 10,1920 x 1080,plastic,14,,94,0,,4,4300U,AMD,256,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tm420ia-ryzen-5-ram-4gb-ssd-256gb.html,0,0,0,0,0
yes,TM420UA-EC024T,yes,AMD Radeon,60,yes,1.5,18.2,220,324,,42,Windows 10,1920 x 1080,,14,,0,0,,8,5700U,AMD,512,SSD,,,Asus,VivoBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tm420ua-ec024t.html,0,0,0,0,0
no,,,Intel UHD 620,60,,1.5,17.6,224.75,327,,42,Windows 10,1920 x 1080,,14,,61,3,5.0,8,10210U,Intel,512,SSD,,,Asus,VivoBook,yes,no,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tp412fa-27396.html,0,0,0,0,3
no,,,Intel UHD 620,60,,1.5,16.9,189,302,,42,Windows 10,1920 x 1080,,14,,41,1,5.0,4,10110U,Intel,512,SSD,,,Asus,VivoBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tp412fa-i3.html,0,0,0,0,1
yes,TP470EA-EC029T,no,Intel Iris Xe,60,,1.5,18.7,220,324,IPS,42,Windows 10,1920 x 1080,,14,20.490.000,71,1,4.0,8,1135G7,Intel,512,SSD,,,Asus,VivoBook,yes,no,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tp470ea.html,0,0,0,1,0
no,TP470EA-EC027T,no,Intel UHD,60,yes,1.5,,,,IPS,42,Windows 10,1920 x 1080,plastic,14,15.290.000,96,0,,4,1115G4,Intel,512,SSD,,,Asus,VivoBook,yes,no,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tp470ea-ec027t.html,0,0,0,0,0
yes,M513IA-EJ735T,yes,AMD Radeon,60,no,1.8,18.6,235.3,359.8,,42,Windows 10,1920 x 1080,plastic,15.6,14.990.000,25,0,,8,4300U,AMD,256,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-m513ia-ej735t.html,0,0,0,0,0
no,M513UA-EJ033T,yes,AMD Radeon,60,,1.8,18.6,235.3,359.8,TN,42,Windows 10,1920 x 1080,,15.6,17.990.000,32,0,,8,5700U,AMD,512,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-m513ua-ej033t.html,0,0,0,0,0
yes,M513UA-L1221T,yes,AMD Radeon,60,,1.8,,,,OLED,42,Windows 10,1920 x 1080,plastic,15.6,18.390.000,53,0,,8,5500U,AMD,512,SSD,yes,,Asus,VivoBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-vivobook-m513ua-l1221t.html,0,0,0,0,0
yes,M513UA-L1240T,yes,AMD Radeon,60,,1.8,18.6,235.3,359.8,OLED,42,Windows 10,1920 x 1080,plastic,15.6,20.590.000,53,0,,8,5700U,AMD,512,SSD,yes,,Asus,VivoBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-vivobook-m513ua-l1240t.html,0,0,0,0,0
yes,M3401QA-KM040T,yes,AMD Radeon,90,yes,1.4,19.2,228.5,317.4,OLED,90,Windows 10,2880 x 1800,aluminum,14,22.290.000,5,0,,8,5800H,AMD,512,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-pro-m3401qa-km040t.html,0,0,0,0,0
yes,M3500QC-L1105T,,NVIDIA GeForce RTX 3050,60,yes,1.65,,,,OLED,63,Windows 10,1920 x 1080,,15.6,25.590.000,6,0,,8,5600H,AMD,512,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-pro-m3500qc-l1105t.html,0,0,0,0,0
yes,R564JA-UH31T,yes,Intel UHD,60,,1.68,20.32,231.14,358.14,,37,Windows 10,1920 x 1080,,15.6,12.990.000,145,0,,4,1005G1,Intel,128,SSD,yes,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-r564ja-uh31t.html,0,0,0,0,0
yes,R564JA-UH51T,yes,Intel UHD,60,no,1.68,20,230,357,IPS,37,Windows 10,1920 x 1080,plastic,15.6,17.790.000,190,5,5.0,8,1035G1,Intel,256,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-r564ja-uh51t.html,0,0,0,0,5
no,S333JA,,Intel UHD,60,,1.2,14.9,196,304,,50,Windows 10,1920 x 1080,,13.3,,9,0,,8,1035G1,Intel,512,SSD,,,Asus,VivoBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-vivobook-s13-s333ja.html,0,0,0,0,0
yes,,no,Intel Iris Xe,60,yes,1.4,15.9,213,324,IPS,50,Windows 10,1920 x 1080,aluminum,14,19.490.000,121,1,5.0,8,1135G7,Intel,512,SSD,yes,,Asus,VivoBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-vivobook-s14-s433ea.html,0,0,0,0,1
yes,S433EA-AM885T,no,Intel Iris Xe,60,yes,1.4,15.9,213,324,IPS,50,Windows 10,1920 x 1080,,14,23.490.000,29,0,,16,1165G7,Intel,512,SSD,yes,,Asus,VivoBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-vivobook-s14-s433ea-am885t.html,0,0,0,0,0
yes,,,Intel Iris Xe,60,,1.4,15.9,213,324,,50,Windows 10,1920 x 1080,,14,,50,0,,16,1165G7,Intel,512,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-s14-s433ea-i7-ram-16gb.html,0,0,0,0,0
yes,S533EA-BN293T,no,Intel Iris Xe,60,yes,1.667,16.1,233.8,359.8,IPS,50,Windows 10,1920 x 1080,aluminum,15.6,20.280.000,26,0,,8,1135G7,Intel,512,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-s15-s533ea-bn293t.html,0,0,0,0,0
yes,BQ011T,no,Intel Iris Xe + NVIDIA GeForce MX350,60,yes,1.8,16.1,233.8,359.8,IPS,50,Windows 10,1920 x 1080,aluminum,15.6,21.210.000,45,2,5.0,8,1135G7,Intel,512,SSD,yes,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-s15-s533eq-i5-ram-8gb.html,0,0,0,0,2
no,S533JQ,,NVIDIA GeForce MX350,60,,1.8,16.1,233.8,359.8,,50,Windows 10,1920 x 1080,,15.6,,38,2,5.0,8,1035G1,Intel,512,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-s15-s533jq.html,0,0,0,0,2
yes,BN338T,no,Intel Iris Xe + NVIDIA GeForce MX350,60,yes,1.8,16.1,233.8,359.8,IPS,,Windows 10,1920 x 1080,plastic,15.6,21.990.000,23,0,,8,1135G7,Intel,512,SSD,yes,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-s533eq-bn338t.html,0,0,0,0,0
yes,X413JA,no,Intel UHD G1,60,,1.4,18,210,320,IPS,42,Windows 10,1920 x 1080,plastic,14,11.950.000,109,0,,4,1005G1,Intel,128,SSD,no,,Asus,VivoBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-vivobook-x413ja.html,0,0,0,0,0
yes,X415EA,yes,Intel UHD,60,no,1.55,19.9,216,325.4,TN,37,Windows 10,1920 x 1080,plastic,14,12.490.000,65,0,,4,1115G4,Intel,256,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-x415ea.html,0,0,0,0,0
yes,X415EA-EB265T,yes,Intel Iris Xe,60,,1.55,19.9,216,325.4,IPS,37,Windows 10,1920 x 1080,plastic,14,16.590.000,4,0,,4,1135G7,Intel,512,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-x415ea-eb265t.html,0,0,0,0,0
