sd_card,P/N,ram_upgradable,GPU,displ_rate,backlit_keyboard,Weight,thickness,width,length,screen_technology,Battery,OS,displ_resolution,Surface,displ_size,Price,comment_count,Rating_count,Rating,ram_size,cpu_code,cpu_brand,storage_size,storage_type,storage_extra_slot,Release_year,Brand,Series,usb_a,type_c,lan,headphone_jack,hdmi,url,1star,2star,3star,4star,5star
yes,NH.QENSV.003,yes,NVIDIA GeForce RTX 3050,144,yes,2.2,23.9,255,363.4,IPS,57,Windows 10,1920 x 1080,plastic,15.6,25.490.000,13,0,,8,11400H,Intel,512,SSD,yes,,Acer,Gaming Nitro,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-eagle-an515-57-54mv.html,0,0,0,0,0
yes,KC-5S11130SH,yes,NVIDIA GeForce RTX 3060,144,yes,2.2,27.9,258,361,IPS,49,Windows 10,1920 x 1080,,15.6,28.490.000,7,0,,16,10500H,Intel,512,SSD,,,Gigabyte,G5,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-gigabyte-g5-kc-5s11130sh.html,0,0,0,0,0
yes,MD-71S1223SH,yes,NVIDIA GeForce RTX 3050,144,yes,2.5,25.9,262,395,IPS,49,Windows 10,1920 x 1080,,17.3,,2,0,,16,11800H,Intel,512,SSD,,,Gigabyte,G7,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-gigabyte-g7-md-71s1223sh.html,0,0,0,0,0
no,3V7G4UA,yes,Intel UHD 605,60,,1.47,19.9,225.9,324,,41,,1366 x 768,,14,10.990.000,35,0,,4,N5030,Intel,128,SSD,,,HP,,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-hp-14-cf2033wm-3v7g4ua-pent.html,0,0,0,0,0
yes,39K15UA,yes,Intel UHD,60,,1.46,17.9,225,324,,41,Windows 10,1920 x 1080,plastic,14,13.590.000,140,0,,4,1115G4,Intel,256,SSD,,,HP,,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-hp-14-dq2055wm-39k15ua.html,0,0,0,0,0
yes,46M22PA,,Intel Iris Xe,60,no,1.46,17.9,225,324,VA,41,Windows 10,1366 x 768,plastic,14,16.990.000,15,0,,8,1135G7,Intel,512,SSD,,,HP,,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-hp-14s-dq2544tu-46m22pa.html,0,0,0,0,0
yes,4K0Z6PA,yes,AMD Radeon,60,,1.47,,,,,41,Windows 10,1366 x 768,plastic,14,16.990.000,15,0,,8,5500U,AMD,256,SSD,,,HP,,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-hp-14s-fq1066au-4k0z6pa.html,0,0,0,0,0
yes,4J238UA,yes,Intel UHD 600,60,,1.78,19.9,242,358.5,IPS,41,Windows 10,1920 x 1080,plastic,15.6,9.990.000,25,0,,4,N4020,Intel,128,SSD,,,HP,,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-hp-15-dw1001wn-4j238ua.html,0,0,0,0,0
yes,2Q1H3UA,yes,Intel Iris Xe,60,,1.69,17.9,242,358.5,,41,Windows 10,1366 x 768,plastic,15.6,17.490.000,8,0,,8,1135G7,Intel,256,SSD,,,HP,,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-hp-15-dy2045-2q1h3ua.html,0,0,0,0,0
,405F7UA,,,60,,,,,,,,,,,,,0,0,,8,1135G7,Intel,256,SSD,,,HP,15,,,,,,https://cellphones.com.vn/laptop-hp-15-dy2093dx-405f7ua.html,0,0,0,0,0
yes,EF1300WM,,AMD Radeon,60,,1.69,17.9,242,358.5,,41,Windows 10,1920 x 1080,,15.6,11.490.000,7,0,,4,3250U,AMD,128,SSD,,,HP,,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-hp-15-ef1300wm.html,0,0,0,0,0
yes,4J0V2UA,yes,AMD Radeon,60,,1.69,17.9,242,358.5,,41,Windows 10,1920 x 1080,plastic,15.6,17.490.000,4,0,,8,5500U,AMD,256,SSD,,,HP,,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-hp-15-ef2127-4j0v2ua.html,0,0,0,0,0
yes,1A3Y3AV,yes,Intel Iris Xe,60,no,1.75,19.8,242.1,358.4,,41,Windows 10,1366 x 768,plastic,15.6,17.290.000,15,0,,8,1135G7,Intel,256,SSD,,,HP,,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-hp-15-hp-15-t-dw300-1a3y3av.html,0,0,0,0,0
yes,2Z6L3PA,yes,Intel UHD,60,,1.74,19.9,242,358.5,VA,41,Windows 10,1366 x 768,plastic,15.6,12.690.000,22,0,,4,10110U,Intel,256,SSD,,,HP,,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-hp-15s-du1105tu-2z6l3pa.html,0,0,0,0,0
yes,46M26PA,yes,Intel Iris Xe,60,no,1.7,17.9,242,358.5,,41,Windows 10,1366 x 768,,15.6,19.490.000,57,0,,8,1165G7,Intel,512,SSD,,,HP,,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-hp-15s-fq2558tu-46m26pa.html,0,0,0,0,0
yes,46M29PA,yes,Intel Iris Xe,60,,1.7,17.9,242,358.5,VA,41,Windows 10,1366 x 768,plastic,15.6,16.990.000,21,0,,8,1135G7,Intel,512,SSD,,,HP,,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-hp-15s-fq2561tu-46m29pa.html,0,0,0,0,0
yes,4B6D3PA,yes,Intel UHD,60,,1.7,17.9,242,358.5,IPS,41,Windows 10,1366 x 768,plastic,15.6,16.390.000,52,0,,8,1135G7,Intel,256,SSD,,,HP,,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-hp-15s-fq2602tu-4b6d3pa.html,0,0,0,0,0
yes,2J4V7AV,yes,AMD Radeon,60,no,1.7,18,242.1,358.4,,41,Windows 10,1366 x 768,,15.6,16.990.000,19,0,,8,5500U,AMD,256,SSD,,,HP,,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-hp-15-z-ef2000-2j4v7av.html,0,0,0,0,0
yes,342A3PA,yes,Intel UHD,60,,1.47,19.9,225.9,324,,41,Windows 10,1366 x 768,plastic,14,11.990.000,2,0,,4,1005G1,Intel,256,SSD,yes,,HP,,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-hp-240-g8-342a3pa.html,0,0,0,0,0
yes,342G5PA,yes,Intel UHD,60,,1.42,19.9,225.9,324,,41,Windows 10,1920 x 1080,,14,11.990.000,6,0,,4,1005G1,Intel,256,SSD,,,HP,,yes,yes,no,yes,no,https://cellphones.com.vn/laptop-hp-240-g8-342g5pa.html,0,0,0,0,0
yes,342G7PA,yes,Intel UHD,60,no,1.47,19.9,225.9,324,,41,FreeOS,1366 x 768,plastic,14,11.980.000,54,0,,4,1005G1,Intel,256,SSD,,,HP,,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-hp-240-g8-342g7pa.html,0,0,0,0,0
yes,3D0E8PA,yes,Intel Iris Xe,60,,1.42,19.9,225.9,324,IPS,41,Windows 10,1920 x 1080,,14,21.490.000,5,0,,8,1165G7,Intel,512,SSD,,,HP,,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-hp-240-g8-3d0e8pa.html,0,0,0,0,0
yes,3D3H6PA,yes,Intel Iris Xe,60,,1.42,19.9,225.9,324,IPS,41,Windows 10,1920 x 1080,,14,16.990.000,6,0,,8,1135G7,Intel,256,SSD,,,HP,,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-hp-240-g8-3d3h6pa.html,0,0,0,0,0
yes,518V7PA,yes,Intel UHD,60,,1.426,19.9,225.9,324,,41,Windows 10,1920 x 1080,,14,17.990.000,0,0,,8,1135G7,Intel,512,SSD,,,HP,,yes,yes,no,yes,no,https://cellphones.com.vn/laptop-hp-240-g8-518v7pa.html,0,0,0,0,0
yes,519A8PA,yes,Intel UHD,60,,1.426,19.9,225.9,324,,41,Windows 10,1920 x 1080,,14,13.490.000,3,0,,4,1005G1,Intel,512,SSD,,,HP,,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-hp-240-g8-519a8pa.html,0,0,0,0,0
no,389X8PA,yes,Intel UHD,60,no,1.74,19.8,242.1,357.9,IPS,41,Windows 10,1366 x 768,plastic,15.6,11.990.000,31,0,,4,1005G1,Intel,256,SSD,,,HP,,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-hp-250-g8-389x8pa.html,0,0,0,0,0
yes,224L1PA,yes,Intel UHD,60,,1.363,17.9,225,324,IPS,42,Windows 10,1920 x 1080,,14,13.590.000,13,0,,4,1005G1,Intel,512,SSD,,,HP,,yes,yes,no,yes,no,https://cellphones.com.vn/laptop-hp-340s-g7-224l1pa.html,0,0,0,0,0
yes,240Q4PA,yes,Intel UHD,60,,1.47,17.9,225,324,IPS,41,Windows 10,1920 x 1080,,14,12.990.000,25,0,,4,1005G1,Intel,256,SSD,,,HP,,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-hp-340s-g7-240q4pa.html,0,0,0,0,0
yes,36A35PA,yes,Intel UHD,60,,1.47,17.9,225,324,IPS,42,Windows 10,1920 x 1080,,14,17.990.000,31,0,,8,1035G1,Intel,512,SSD,,,HP,,yes,yes,no,yes,no,https://cellphones.com.vn/laptop-hp-340s-g7-36a35pa.html,0,0,0,0,0
yes,36A37PA,yes,Intel Iris Plus,60,,1.358,17.9,225,324,IPS,41,Windows 10,1920 x 1080,plastic,14,21.290.000,2,0,,8,1065G7,Intel,512,SSD,,,HP,,yes,yes,no,yes,no,https://cellphones.com.vn/laptop-hp-340s-g7-36a37pa.html,0,0,0,0,0
yes,9PH19PA,yes,Intel UHD,60,no,1.4,19.9,225.9,324,,41,Windows 10,1920 x 1080,plastic,14,21.190.000,14,0,,8,10510U,Intel,512,SSD,,,HP,,yes,yes,yes,no,no,https://cellphones.com.vn/laptop-hp-348-g7-9ph19pa.html,0,0,0,0,0
yes,8QN69PA,no,Intel UHD,60,yes,1.2,14.7,211.5,307,IPS,53,Windows 10,1920 x 1080,aluminum,13.3,22.690.000,18,0,,8,10210U,Intel,512,SSD,,,HP,Envy,yes,yes,no,no,no,https://cellphones.com.vn/laptop-hp-envy-13-aq1022tu-8qn69pa-i5-10210u-ram-8gb-ssd-512gb-13-3fhd-inch-cu-dep.html,0,0,0,0,0
yes,2K0B2PA,no,Intel Iris Xe,60,yes,1.236,16.9,194.6,306.5,IPS,51,Windows 10,1920 x 1080,aluminum,13.3,23.990.000,56,0,,8,1135G7,Intel,512,SSD,,,HP,Envy,yes,no,no,yes,no,https://cellphones.com.vn/laptop-hp-envy-13-ba1028tu.html,0,0,0,0,0
yes,4U6P0PA,no,Intel Iris Xe,60,yes,1.3,16.9,194.6,306.5,IPS,51,Windows 10,1920 x 1080,plastic,13.3,22.990.000,8,0,,8,1135G7,Intel,256,SSD,,,HP,Envy,yes,yes,no,no,no,https://cellphones.com.vn/laptop-hp-envy-13-ba1537tu-4u6p0pa.html,0,0,0,0,0
yes,171N1PA,no,AMD Radeon RX Vega 6,60,yes,1.32,16.4,194.64,306.5,IPS,51,Windows 10,1920 x 1080,aluminum,13.3,,7,0,,8,4500U,AMD,256,SSD,,,HP,Envy,yes,yes,no,no,no,https://cellphones.com.vn/laptop-hp-envy-x360-convertible-13-ay0067au-171n1pa.html,0,0,0,0,0
yes,2D7A4PA,yes,Intel UHD,60,no,1.41,17,216.6,325,IPS,43,Windows 10,1920 x 1080,,14,15.390.000,35,1,5.0,8,1115G4,Intel,512,SSD,,,HP,Pavilion,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-hp-pavilion-14-dv0007tu.html,0,0,0,0,1
yes,4P5G3PA,yes,Intel Iris Xe,60,,1.4,17.02,216.66,325.12,IPS,41,Windows 10,1920 x 1080,,14,22.590.000,8,0,,8,1165G7,Intel,512,SSD,,,HP,Pavilion,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-hp-pavilion-14-dv0534tu-4p5g3pa.html,0,0,0,0,0
yes,4P5G5PA,yes,Intel Iris Xe,60,,1.4,17.02,216.66,325.12,IPS,41,Windows 10,1920 x 1080,plastic,14,17.690.000,17,0,,8,1135G7,Intel,256,SSD,,,HP,Pavilion,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-hp-pavilion-14-dv0536tu-4p5g5pa.html,0,0,0,0,0
no,2D9B7PA,yes,NVIDIA GeForce MX450,60,no,1.75,17.9,234,360.2,IPS,41,Windows 10,1920 x 1080,,15.6,18.490.000,36,0,,4,1135G7,Intel,256,SSD,,,HP,Pavilion,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-hp-pavilion-15-eg0004tx-2d9b7pa.html,0,0,0,0,0
yes,2D9C6PA,,NVIDIA GeForce MX450,60,no,1.75,17.9,234,360.2,IPS,41,Windows 10,1920 x 1080,aluminum,15.6,18.890.000,33,0,,8,1135G7,Intel,512,SSD,,,HP,Pavilion,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-hp-pavilion-15-eg0005tx-2d9c6pa.html,0,0,0,0,0
no,2D9K6PA,yes,Intel UHD,60,no,1.75,17.9,234,360.2,IPS,41,Windows 10,1920 x 1080,,15.6,14.290.000,31,0,,4,1115G4,Intel,512,SSD,,,HP,Pavilion,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-hp-pavilion-15-eg0009tu.html,0,0,0,0,0
yes,46M00PA,yes,Intel Iris Xe,60,no,1.68,17.9,234,360.2,IPS,41,Windows 10,1920 x 1080,plastic,15.6,22.390.000,21,0,,8,1165G7,Intel,512,SSD,,,HP,Pavilion,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-hp-pavilion-15-eg00504tu-46m00pa.html,0,0,0,0,0
yes,2P1N4PA,yes,Intel Iris Xe,60,no,1.75,17.9,234,360.2,IPS,41,Windows 10,1920 x 1080,aluminum,15.6,14.280.000,29,0,,4,1115G4,Intel,512,SSD,,,HP,Pavilion,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-hp-pavilion-15-eg0073tu.html,0,0,0,0,0
yes,46M03PA,,NVIDIA GeForce MX450,60,,1.701,17.9,234,360.2,IPS,41,Windows 10,1920 x 1080,,15.6,20.590.000,9,0,,8,1135G7,Intel,512,SSD,,,HP,Pavilion,yes,yes,no,yes,no,https://cellphones.com.vn/laptop-hp-pavilion-15-eg0505tx-46m03pa.html,0,0,0,0,0
yes,46M04PA,yes,Intel Iris Xe,60,no,1.75,17.9,234,360.2,IPS,41,Windows 10,1920 x 1080,plastic,15.6,18.490.000,13,0,,8,1135G7,Intel,512,SSD,,,HP,Pavilion,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-hp-pavilion-15-eg0506tu-46m04pa.html,0,0,0,0,0
yes,46M13PA,yes,Intel UHD,60,,1.6,17.9,234,360.2,IPS,41,Windows 10,1920 x 1080,,15.6,14.590.000,21,0,,4,1125G4,Intel,256,SSD,,,HP,Pavilion,yes,yes,no,no,no,https://cellphones.com.vn/laptop-hp-pavilion-15-eg0514tu-46m13pa.html,0,0,0,0,0
yes,4P5G6PA,yes,Intel Iris Xe,60,yes,1.75,17.9,234,360.2,IPS,41,Windows 10,1920 x 1080,plastic,15.6,18.590.000,24,0,,8,1135G7,Intel,512,SSD,,,HP,Pavilion,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-hp-pavilion-15-eg0539tu-4p5g6pa.html,0,0,0,0,0
yes,4P5G8PA,yes,Intel UHD,60,no,1.682,17.9,234,360.2,IPS,41,Windows 10,1920 x 1080,aluminum,15.6,15.690.000,4,0,,4,1125G4,Intel,512,SSD,,,HP,Pavilion,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-hp-pavilion-15-eg0541tu-4p5g8pa.html,0,0,0,0,0
yes,2H3N6PA,yes,Intel Iris Xe,60,no,1.61,18.7,221,324,IPS,43,Windows 10,1920 x 1080,plastic,14,,110,0,,8,1135G7,Intel,512,SSD,,,HP,Pavilion,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-hp-pavilion-x360-14.html,0,0,0,0,0
yes,2H3Q0PA,yes,Intel UHD,60,no,1.61,18.7,221,324,IPS,43,Windows 10,1920 x 1080,plastic,14,14.890.000,78,0,,4,1115G4,Intel,256,SSD,,,HP,Pavilion,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-hp-pavilion-x360-14-i3-ram-4gb-ssd-256gb.html,0,0,0,0,0
yes,2H3N7PA,yes,Intel Iris Xe,60,,1.61,18.7,221,324,,43,Windows 10,1920 x 1080,,14,,18,0,,8,1165G7,Intel,512,SSD,,,HP,Pavilion,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-hp-pavilion-x360-14-i7.html,0,0,0,0,0
no,2H0N6PA,yes,Intel Iris Xe,60,yes,1.255,15.9,208.4,306.9,,45,Windows 10,1920 x 1080,,13.3,19.590.000,22,1,5.0,4,1135G7,Intel,256,SSD,,,HP,Probook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-hp-probook-430-g8-2h0n6pa.html,0,0,0,0,1
yes,3G0R5PA,yes,AMD Radeon,60,yes,1.38,19.9,213.9,321.9,IPS,45,Windows 10,1920 x 1080,plastic,14,20.590.000,5,0,,8,5600U,AMD,512,SSD,,,HP,Probook,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-hp-probook-445-g8-3g0r5pa.html,0,0,0,0,0
yes,3G4Z9PA,yes,AMD Radeon RX Vega,60,yes,1.74,17.9,225,324,IPS,,Windows 10,1920 x 1080,plastic,15.6,24.190.000,3,0,,8,5800U,AMD,512,SSD,,,HP,Probook,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-hp-probook-445-g8-3g4z9pa.html,0,0,0,0,0
yes,4R0U8PA,yes,NVIDIA GeForce RTX 3050,144,yes,2.46,"23,5",260,370,IPS,70,Windows 10,1920 x 1080,,16.1,23.990.000,25,0,,8,5600H,AMD,512,SSD,,,HP,Gaming Victus,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-hp-victus-16-e0175ax-4r0u8pa.html,0,0,0,0,0
yes,4R0U9PA,yes,NVIDIA GeForce GTX 1650,144,,2.46,"23,5",260,370,IPS,70,Windows 10,1920 x 1080,,16.1,22.690.000,43,1,5.0,8,5600H,AMD,512,SSD,,,HP,Gaming Victus,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-hp-victus-16-e0177ax-4r0u9pa.html,0,0,0,0,1
no,,no,NVIDIA GeForce MX250,60,yes,1.3,14.9,211,286,IPS,42,Windows 10,2160 x 1440,,13,21.990.000,77,8,4.875,16,10210U,Intel,512,SSD,,2020,Huawei,Matebook,no,yes,no,yes,no,https://cellphones.com.vn/laptop-huawei-matebook-13.html,0,0,0,1,7
no,,,AMD Radeon RX Vega 8,60,no,1.53,16.9,229.9,357.8,IPS,42,Windows 10,1920 x 1080,aluminum,15.6,,21,0,,8,3500U,AMD,512,SSD,,,Huawei,Matebook D,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-huawei-matebook-d15.html,0,0,0,0,0
no,82AU004YVN,yes,Intel UHD + NVIDIA GeForce GTX 1650,120,,2.3,23.57,259.61,363.06,,60,Windows 10,1920 x 1080,,15.6,,31,3,4.333333333333333,8,10750H,Intel,512,SSD,yes,,Lenovo,Gaming Legion,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5.html,0,0,1,0,2
yes,82AU00PQVN,yes,NVIDIA GeForce GTX 1650Ti,144,yes,2.3,23.57,259.61,363.06,IPS,60,Windows 10,1920 x 1080,plastic,15.6,24.990.000,67,0,,16,10300H,Intel,512,SSD,yes,,Lenovo,Gaming Legion,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5-15imh05-82au00pqvn.html,0,0,0,0,0
no,82AY003EVN,yes,Intel UHD + NVIDIA GeForce GTX 1650Ti,144,yes,2.3,23.57,259.61,363.06,IPS,80,Windows 10,1920 x 1080,,15.6,22.990.000,48,1,5.0,8,10300H,Intel,512,SSD,yes,,Lenovo,Gaming Legion,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5p.html,0,0,0,0,1
no,82B500GUVN,yes,NVIDIA GeForce GTX 1650Ti,144,yes,2.3,22,259.61,363.06,IPS,60,Windows 10,1920 x 1080,plastic,15.6,,246,2,4.5,8,4600H,AMD,512,SSD,,,Lenovo,Gaming Legion,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5-ryzen-5.html,0,0,0,1,1
yes,82B500GTVN,yes,NVIDIA GeForce GTX 1650Ti,144,yes,2.4,25.8,265,380,IPS,,Windows 10,1920 x 1080,,15.6,24.590.000,193,0,,8,4800H,AMD,512,SSD,,,Lenovo,Gaming Legion,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5-ryzen-7-144hz.html,0,0,0,0,0
no,81VT006FVN,,Intel UHD,60,no,1.2,17.7,200,228,TN,32,Windows 10,1366 x 768,plastic,11.6,9.490.000,4,0,,4,N5030,Intel,256,SSD,,,Lenovo,IdeaPad,yes,no,no,yes,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-1-11igl05-81vt006fvn.html,0,0,0,0,0
yes,82KT004DVN,yes,AMD Radeon,60,,1.41,19.9,215.7,324.2,TN,38,Windows 10,1920 x 1080,plastic,14,16.390.000,39,0,,8,5700U,AMD,512,SSD,yes,,Lenovo,IdeaPad,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-3-14alc6-82kt004dvn.html,0,0,0,0,0
yes,82KT004FVN,yes,AMD Radeon,60,no,1.41,19.9,215.7,324.2,TN,38,Windows 10,1920 x 1080,plastic,14,16.990.000,15,1,5.0,8,5700U,AMD,512,SSD,yes,,Lenovo,IdeaPad,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-3-14alc6-82kt004fvn.html,0,0,0,0,1
yes,82H7003UVN,,Integrated Intel Iris Xe,60,,1.41,19.9,215.7,324.2,TN,38,Windows 10,1920 x 1080,plastic,14,15.890.000,75,0,,8,1135G7,Intel,512,SSD,,,Lenovo,IdeaPad,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-3-14itl6.html,0,0,0,0,0
yes,82H700DNVN,,Integrated Intel UHD,60,no,1.41,19.9,215.7,324.2,TN,38,Windows 10,1920 x 1080,plastic,14,14.590.000,46,0,,8,1115G4,Intel,512,SSD,,,Lenovo,IdeaPad,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-3-14itl6-i3.html,0,0,0,0,0
yes,81W100GUVN,yes,Integrated AMD Radeon,60,no,1.85,19.9,253.4,362.2,TN,35,Windows 10,1920 x 1080,plastic,15.6,,51,0,,4,3250U,AMD,256,SSD,,,Lenovo,IdeaPad,yes,no,no,no,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-3-15ada05.html,0,0,0,0,0
yes,82KU003NUS,yes,Integrated AMD Radeon,60,yes,1.65,19.9,236.5,359.2,TN,45,Windows 10,1920 x 1080,plastic,15.6,17.490.000,11,0,,8,5500U,AMD,256,SSD,,,Lenovo,IdeaPad,yes,no,no,yes,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-3-15alc6-82ku003nus.html,0,0,0,0,0
yes,82KU00A9US,yes,Integrated AMD Radeon,60,yes,1.65,19.9,236.5,359.2,TN,45,Windows 10,1920 x 1080,plastic,15.6,17.490.000,7,0,,8,5500U,AMD,256,SSD,,,Lenovo,IdeaPad,yes,no,no,yes,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-3-15alc6-82ku00a9us.html,0,0,0,0,0
yes,82H800M3VN,yes,Intel Iris Xe,60,no,1.65,19.9,236.5,359.2,TN,38,Windows 10,1920 x 1080,plastic,15.6,17.290.000,94,0,,8,1135G7,Intel,256,SSD,,,Lenovo,IdeaPad,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-3-15itl6-82h800m3vn.html,0,0,0,0,0
yes,82H800M4VN,yes,Intel UHD,60,no,1.65,19.9,236.5,359.2,TN,38,Windows 10,1920 x 1080,plastic,15.6,13.790.000,7,0,,8,1115G4,Intel,256,SSD,yes,,Lenovo,IdeaPad,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-3-15itl6-82h800m4vn.html,0,0,0,0,0
yes,,no,Integrated Intel UHD 605,60,,1.5,19.9,241,327.1,TN,35,Windows 10,1920 x 1080,,14,9.990.000,11,1,5.0,4,N5030,Intel,128,SSD,,,Lenovo,IdeaPad,yes,no,no,yes,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-3-81wh-pent.html,0,0,0,0,1
,,yes,Intel UHD,60,,1.84,,,,,,,1920 x 1080,,15.6,12.790.000,9,0,,4,1115G4,Intel,128,SSD,yes,,Lenovo,IdeaPad,,,,,,https://cellphones.com.vn/laptop-lenovo-ideapad-3-81x80055us.html,0,0,0,0,0
yes,,yes,Intel Iris Xe,60,,1.65,19.9,236.5,359.2,IPS,45,Windows 10,1920 x 1080,plastic,15.6,17.990.000,0,0,,4,1135G7,Intel,512,SSD,,,Lenovo,IdeaPad,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-3-82h800kaus.html,0,0,0,0,0
yes,82LM004FVN,no,AMD Radeon,60,,1.39,17.9,211.59,321.57,IPS,45,Windows 10,1920 x 1080,,14,15.490.000,64,0,,8,5500U,AMD,512,SSD,,,Lenovo,IdeaPad,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-5-14alc05-82lm004fvn.html,0,0,0,0,0
yes,82LN00CDVN,no,AMD Radeon,60,,1.66,17.9,233.13,356.67,IPS,45,Windows 10,1920 x 1080,plastic,15.6,18.790.000,16,0,,8,5700U,AMD,512,SSD,,,Lenovo,IdeaPad,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-5-15alc05-82ln00cdvn.html,0,0,0,0,0
yes,82FG00M5VN,,Integrated Intel Iris Xe,60,no,1.66,17.9,233.13,356.67,IPS,45,Windows 10,1920 x 1080,aluminum,15.6,19.190.000,50,1,5.0,8,1135G7,Intel,512,SSD,,,Lenovo,IdeaPad,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-5-15itl05.html,0,0,0,0,1
no,82L50082VN,,NVIDIA GeForce GTX 1650,120,,1.9,16.9,251,356,IPS,75,Windows 10,2560 x 1600,,16,27.990.000,0,0,,16,5800H,AMD,512,SSD,,,Lenovo,IdeaPad,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-5-pro-16ach6-82l50082vn.html,0,0,0,0,0
no,82EY00JXVN,yes,NVIDIA GeForce GTX 1650,120,yes,2.2,24.9,249.6,359,IPS,45,Windows 10,1920 x 1080,,15.6,17.820.000,246,3,4.666666666666667,8,4600H,AMD,256,SSD,,,Lenovo,IdeaPad,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15arh05-82ey00jxvn.html,0,0,0,1,2
no,82EY00N3VN,yes,NVIDIA GeForce GTX 1650,120,yes,2.2,24.9,249.6,359,IPS,45,Windows 10,1920 x 1080,,15.6,,91,0,,8,4800H,AMD,512,SSD,,,Lenovo,IdeaPad,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15arh05-82ey00n3vn.html,0,0,0,0,0
